Data generated at Sun Jun  2 11:05:05 2019


SEE, SIE, SEI, SII | 2.05021 2.2621 -5.15568 -5.72008 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.57862 3.85757 -3.72893 -1.50237 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.67496 4.85023 -3.25224 -3.74418 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.47681 3.92186 -1.55165 -4.70501 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.51131 3.83262 -3.90508 -2.75415 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.87674 5.07388 -1.63438 -2.98399 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.5709 3.81024 -2.16194 -4.36788 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.26245 4.19962 -4.97053 -3.84132 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.79429 5.93878 -3.03532 -3.64714 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.61591 4.55859 -2.17796 -1.37264 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.11972 3.6509 -2.76336 -4.99482 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.81275 4.73098 -3.0753 -1.63651 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.47393 5.99791 -4.26313 -1.61533 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.27996 5.2852 -1.24913 -2.54421 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.96334 5.62132 -1.89695 -4.91789 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.02912 2.40364 -2.82045 -4.04914 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.79017 4.33646 -4.03138 -1.15142 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.69885 4.53798 -2.84291 -2.03742 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.07156 3.55587 -3.90435 -2.72256 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.53912 2.64159 -3.57431 -1.25274 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.96948 4.56138 -3.60975 -1.38883 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.77688 5.84544 -3.33998 -1.00672 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.47013 4.18297 -4.03602 -4.74187 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.53629 4.44348 -3.72859 -3.41902 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.10583 5.76928 -1.17146 -3.62373 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.24104 2.71587 -4.91504 -1.81702 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.87598 3.94098 -4.01713 -3.05703 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.8695 4.65619 -3.57114 -4.63593 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.1544 4.85303 -2.06047 -4.60976 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.01794 2.76799 -2.33788 -4.94777 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.91851 5.16453 -1.00562 -4.54167 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.11923 2.52713 -4.3368 -3.02479 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.86784 2.42003 -4.79046 -4.13747 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.9925 4.54754 -3.93834 -1.81866 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.9214 3.33458 -2.48825 -1.41138 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.04436 5.4199 -2.89834 -3.26953 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.70642 2.52447 -2.03951 -1.61632 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.11178 3.22231 -1.66924 -1.62138 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.51018 2.56445 -1.44871 -3.87168 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.00643 4.44172 -2.28302 -3.73298 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.28646 5.1174 -3.38208 -4.28586 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.3684 2.30546 -1.06998 -1.32464 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.95095 3.24563 -4.66993 -1.88352 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.51108 4.40803 -1.13526 -2.94287 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.76844 4.71131 -4.56266 -1.10894 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.23162 3.12154 -4.70654 -1.29093 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.19387 5.56718 -3.74991 -2.09292 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.4449 5.60351 -1.03677 -1.35624 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.53266 5.14258 -2.29599 -1.37058 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.87245 3.24485 -2.88081 -2.66735 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.44213 5.54016 -3.02414 -3.19296 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.72341 2.65166 -1.83542 -4.72778 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.57631 5.91687 -2.68345 -3.21146 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.11221 5.01605 -2.9356 -1.6057 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.77598 3.57465 -4.54249 -2.28131 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.98366 3.54942 -2.04657 -1.17594 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.778 2.54452 -1.44382 -1.67231 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.73371 3.01389 -3.16064 -2.98517 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.9585 2.34733 -1.62886 -1.46595 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.19942 5.98151 -4.4728 -4.31897 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.41226 4.54575 -1.50674 -4.68366 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.6141 3.02552 -3.57019 -4.3355 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.85767 5.66187 -3.99977 -1.33131 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.52793 2.36699 -2.68823 -4.15677 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.42343 4.93066 -3.43614 -2.44512 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.55314 4.01337 -2.21187 -2.30336 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.72985 2.75435 -3.70535 -2.51044 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.08454 2.83595 -3.94006 -1.1271 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.33739 4.60835 -1.82591 -4.86871 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.17988 2.16358 -1.12864 -1.85053 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.94013 3.58133 -3.62119 -2.71902 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.78883 5.48506 -1.01248 -1.484 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.87855 3.50435 -2.97053 -3.38979 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.7936 2.91484 -4.60109 -4.75716 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.24717 2.18232 -4.41315 -1.10816 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.93206 3.34321 -3.054 -2.49881 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.04162 5.03983 -4.71345 -4.96867 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.64201 2.33695 -1.93449 -4.90897 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.75492 4.46121 -1.41159 -3.81675 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.5521 3.87322 -1.75926 -1.66157 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.96296 5.91011 -3.86765 -4.64324 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.82075 4.99448 -2.02418 -4.83406 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.53544 4.49327 -2.74399 -4.85658 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.92359 4.44131 -2.73668 -3.78853 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.14681 5.69282 -3.02065 -4.50458 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.648 4.32208 -4.68412 -4.33298 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.00532 3.21766 -2.36722 -3.37888 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.71666 3.34943 -1.52431 -3.65452 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.71825 5.66727 -4.28024 -2.51801 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.81263 4.35414 -1.32082 -3.40494 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.13274 2.47964 -4.91278 -3.69379 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.79851 2.333 -3.78173 -1.76913 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.44384 3.53685 -4.74419 -2.06664 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.34389 2.01161 -4.21916 -3.34395 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.54193 2.76039 -4.08907 -4.16307 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.75998 4.7865 -1.1875 -3.54826 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.42632 2.57067 -2.27319 -2.22015 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.78339 2.4125 -4.87809 -3.24736 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.34128 5.65229 -2.19863 -3.12992 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.38009 5.04787 -2.69621 -4.11652 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.04824 5.49072 -2.10109 -2.74696 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.96105 2.84483 -2.29412 -2.59583 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.38435 2.91492 -4.60956 -1.33847 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.68734 4.71318 -1.81668 -2.96238 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.17149 2.71067 -1.07839 -1.4685 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.48359 3.54098 -1.36274 -2.37878 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.2759 5.07245 -3.30549 -4.24719 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.71464 2.4209 -4.61203 -4.16014 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.35553 3.80196 -2.26 -3.0273 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.33247 4.06903 -4.77444 -4.68812 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.52114 5.15998 -2.19482 -1.97227 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.9278 3.20153 -4.45298 -1.0869 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.3583 3.4733 -1.72514 -2.17923 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.37569 2.87375 -1.07856 -2.49302 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.71438 4.61403 -2.28581 -4.6006 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.43097 3.94151 -3.92798 -2.65945 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.67734 2.91975 -2.67652 -4.00524 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.54847 5.47294 -3.37347 -2.24335 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.09402 5.09035 -3.90399 -4.83619 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.15878 2.37839 -1.68396 -2.77856 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.00596 3.85518 -2.71145 -3.15604 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.26663 3.99476 -4.70173 -1.60493 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.19395 5.2504 -4.0724 -3.37556 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.69278 2.95641 -3.47948 -3.96328 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.84644 3.35316 -1.3323 -4.51127 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.9151 3.52961 -1.86326 -1.63721 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.04679 5.60128 -4.64078 -2.26923 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.21425 2.82201 -1.2735 -4.92265 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.54279 2.73471 -2.64665 -4.88275 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.23414 4.02015 -1.25491 -1.08933 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.20161 5.21193 -2.95878 -3.21062 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.47088 3.41679 -4.96361 -1.97428 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.45524 3.71076 -4.70054 -1.5287 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.36374 2.47433 -2.48035 -2.18089 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.9722 5.83975 -3.88944 -1.57964 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.28509 4.87669 -4.95335 -1.17322 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.24293 3.20979 -1.62464 -4.33304 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.58356 5.82544 -1.09958 -4.8511 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.88486 5.63289 -2.74509 -3.0484 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.58226 2.99048 -2.19162 -1.01912 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.84075 4.84888 -1.83164 -1.28925 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.14061 3.84467 -3.39596 -2.8348 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.78472 3.05812 -2.59912 -4.13491 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.68597 4.67275 -2.2446 -2.84796 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.29214 2.3819 -2.75924 -2.30122 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.74603 4.98529 -2.2118 -1.07774 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.64853 3.36598 -2.72468 -3.57119 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.93218 2.29451 -4.94575 -2.26656 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.60175 2.75515 -1.15195 -3.83256 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.05728 2.42159 -1.22018 -4.08076 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.1845 2.74831 -2.01332 -1.69994 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.35226 3.33395 -4.51277 -3.9829 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.48861 5.42707 -2.53771 -3.47242 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.27814 4.21942 -3.63862 -4.59153 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.17506 5.98541 -4.82832 -3.13329 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.18386 4.95017 -1.33008 -4.57029 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.04691 3.50919 -2.34431 -3.88812 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.06548 2.07575 -4.53475 -3.2813 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.30187 5.36998 -2.8823 -3.34393 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.41602 3.98706 -1.59209 -2.84717 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.82868 5.2623 -1.58458 -1.12811 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.71246 3.62395 -3.3327 -3.41536 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.26383 5.78528 -3.61356 -4.86396 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.38787 5.90851 -2.00675 -1.71583 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.91327 4.29981 -1.43223 -2.70288 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.60624 4.62168 -3.3002 -1.18393 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.87377 5.29794 -3.25065 -3.47357 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.83833 4.23084 -1.03583 -4.69995 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.96257 4.68397 -2.52762 -2.58003 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.86466 4.9919 -3.48385 -4.09185 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.20327 3.22539 -3.1598 -1.10193 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.87005 5.70764 -4.89965 -2.86374 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.68878 2.60104 -1.04331 -2.39366 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.74117 4.88449 -2.61445 -1.87145 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.1392 3.61117 -1.5556 -3.67077 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.05083 5.48825 -3.27233 -1.31128 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.58717 5.48205 -2.33465 -2.28002 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.09554 2.88309 -3.58257 -1.18025 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.9213 2.00611 -2.57826 -3.10506 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.03899 5.48005 -4.3822 -3.46804 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.9277 2.02578 -4.50181 -1.86204 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.68547 3.21877 -4.94488 -1.15199 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.86357 4.4052 -2.71209 -2.18317 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.13857 3.6213 -1.2573 -3.57535 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.77844 5.06763 -2.67744 -4.52078 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.77755 5.93416 -3.56583 -1.45241 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.62217 5.44623 -2.96803 -3.57065 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.95914 3.52521 -3.13984 -2.25795 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.86941 5.55228 -4.81014 -3.81863 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 4.72135 4.05751 -4.4612 -3.57002 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 5.15684 4.61149 -1.34391 -4.23181 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 3.38648 3.03431 -3.8674 -2.74404 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.46051 5.19207 -2.81002 -3.42975 | kickE, kickI 3000 3000
SEE, SIE, SEI, SII | 2.69975 2.83967 -2.44659 -2.6066 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.98944 3.00465 -3.31157 -1.27095 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.17202 3.28988 -2.2119 -2.88238 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.98644 5.83018 -3.73019 -4.80037 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.1745 3.29957 -2.77266 -3.06711 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.21675 3.90554 -4.72699 -3.82656 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.90329 3.56363 -2.19275 -2.2187 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.5737 2.11397 -4.09879 -2.92415 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.57862 3.85757 -3.72893 -1.50237 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.67496 4.85023 -3.25224 -3.74418 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.47681 3.92186 -1.55165 -4.70501 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.51131 3.83262 -3.90508 -2.75415 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.87674 5.07388 -1.63438 -2.98399 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.5709 3.81024 -2.16194 -4.36788 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.26245 4.19962 -4.97053 -3.84132 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.79429 5.93878 -3.03532 -3.64714 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.61591 4.55859 -2.17796 -1.37264 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.11972 3.6509 -2.76336 -4.99482 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.81275 4.73098 -3.0753 -1.63651 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.47393 5.99791 -4.26313 -1.61533 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.27996 5.2852 -1.24913 -2.54421 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.96334 5.62132 -1.89695 -4.91789 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.02912 2.40364 -2.82045 -4.04914 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.79017 4.33646 -4.03138 -1.15142 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.69885 4.53798 -2.84291 -2.03742 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.07156 3.55587 -3.90435 -2.72256 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.53912 2.64159 -3.57431 -1.25274 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.96948 4.56138 -3.60975 -1.38883 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.77688 5.84544 -3.33998 -1.00672 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.47013 4.18297 -4.03602 -4.74187 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.53629 4.44348 -3.72859 -3.41902 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.10583 5.76928 -1.17146 -3.62373 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.24104 2.71587 -4.91504 -1.81702 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.87598 3.94098 -4.01713 -3.05703 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.8695 4.65619 -3.57114 -4.63593 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.1544 4.85303 -2.06047 -4.60976 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.01794 2.76799 -2.33788 -4.94777 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.91851 5.16453 -1.00562 -4.54167 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.11923 2.52713 -4.3368 -3.02479 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.86784 2.42003 -4.79046 -4.13747 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.9925 4.54754 -3.93834 -1.81866 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.9214 3.33458 -2.48825 -1.41138 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.04436 5.4199 -2.89834 -3.26953 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.70642 2.52447 -2.03951 -1.61632 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.11178 3.22231 -1.66924 -1.62138 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.51018 2.56445 -1.44871 -3.87168 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.00643 4.44172 -2.28302 -3.73298 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.28646 5.1174 -3.38208 -4.28586 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.3684 2.30546 -1.06998 -1.32464 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.95095 3.24563 -4.66993 -1.88352 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.51108 4.40803 -1.13526 -2.94287 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.76844 4.71131 -4.56266 -1.10894 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.23162 3.12154 -4.70654 -1.29093 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.19387 5.56718 -3.74991 -2.09292 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.4449 5.60351 -1.03677 -1.35624 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.53266 5.14258 -2.29599 -1.37058 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.87245 3.24485 -2.88081 -2.66735 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.44213 5.54016 -3.02414 -3.19296 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.72341 2.65166 -1.83542 -4.72778 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.57631 5.91687 -2.68345 -3.21146 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.11221 5.01605 -2.9356 -1.6057 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.77598 3.57465 -4.54249 -2.28131 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.98366 3.54942 -2.04657 -1.17594 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.778 2.54452 -1.44382 -1.67231 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.73371 3.01389 -3.16064 -2.98517 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.9585 2.34733 -1.62886 -1.46595 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.19942 5.98151 -4.4728 -4.31897 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.41226 4.54575 -1.50674 -4.68366 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.6141 3.02552 -3.57019 -4.3355 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.85767 5.66187 -3.99977 -1.33131 | kickE, kickI 5000 5000
